0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1340,1340
-7715,136
-785,-4574
8316,-737
5359,0
8316,-737
-785,-4574
-7715,136
2680,2680
136,-7715
-4574,-785
-737,8316
0,5359
-737,8316
-4574,-785
136,-7715
2680,2680
-7715,136
-785,-4574
8316,-737
5359,0
8316,-737
-785,-4574
-7715,136
2680,2680
136,-7715
-4574,-785
-737,8316
0,5359
-737,8316
-4574,-785
136,-7715
2680,2680
-7715,136
-785,-4574
8316,-737
5359,0
8316,-737
-785,-4574
-7715,136
2680,2680
136,-7715
-4574,-785
-737,8316
0,5359
-737,8316
-4574,-785
136,-7715
2680,2680
-7715,136
-785,-4574
8316,-737
5359,0
8316,-737
-785,-4574
-7715,136
2680,2680
136,-7715
-4574,-785
-737,8316
0,5359
-737,8316
-4574,-785
136,-7715
2680,2680
-7715,136
-785,-4574
8316,-737
5359,0
8316,-737
-785,-4574
-7715,136
2680,2680
136,-7715
-4574,-785
-737,8316
0,5359
-737,8316
-4574,-785
136,-7715
2680,2680
-7715,136
-785,-4574
8316,-737
5359,0
8316,-737
-785,-4574
-7715,136
2680,2680
136,-7715
-4574,-785
-737,8316
0,5359
-737,8316
-4574,-785
136,-7715
2680,2680
-7715,136
-785,-4574
8316,-737
5359,0
8316,-737
-785,-4574
-7715,136
2680,2680
136,-7715
-4574,-785
-737,8316
0,5359
-737,8316
-4574,-785
136,-7715
2680,2680
-7715,136
-785,-4574
8316,-737
5359,0
8316,-737
-785,-4574
-7715,136
2680,2680
136,-7715
-4574,-785
-737,8316
0,5359
-737,8316
-4574,-785
136,-7715
2680,2680
-7715,136
-785,-4574
8316,-737
5359,0
8316,-737
-785,-4574
-7715,136
2680,2680
136,-7715
-4574,-785
-737,8316
0,5359
-737,8316
-4574,-785
136,-7715
2680,2680
-7715,136
-785,-4574
8316,-737
5359,0
8316,-737
-785,-4574
-7715,136
2680,2680
136,-7715
-4574,-785
-737,8316
