0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1414,1414
-8129,-510
-46,-4899
8710,1339
5368,1786
8384,2714
1503,-4663
-6968,-4218
570,3959
5494,-6013
-2758,-4049
-7277,4970
-4646,3228
-7978,3743
-1339,-4713
7655,-2783
-1915,3512
-1805,-7943
4687,-1427
1174,8734
-198,5654
-237,8809
4898,126
2080,-7875
-3637,1665
7320,3574
3106,-3789
-6822,-5579
-4408,-3546
-5842,-6598
4143,-2614
4831,6558
-3910,-846
7110,-3974
2691,4094
-8048,3591
-5480,1405
-8518,2258
1261,4734
8142,-227
-2623,-3020
-1362,8031
4511,1911
3427,-8119
2157,-5230
4681,-7467
3677,3237
-4928,6485
-292,-3989
5819,5700
-3168,3737
-5717,-6707
-2895,-4860
-4571,-7535
-4185,2546
2516,7747
2156,-3369
-8089,959
-560,4867
8756,996
5626,594
8484,2383
-2067,4442
-7613,-2897
3745,-1406
-3826,7191
-4479,-1984
4821,-7377
3846,-4149
5938,-6511
-3624,-3297
-6722,4600
3841,1118
-3203,-7489
-4827,837
1516,8681
1018,5565
108,8812
-4844,-730
631,-8121
2406,3196
-7978,-1641
639,-4857
8438,2543
5066,2518
7923,3859
2140,-4407
-6310,-5151
11,4000
6280,-5187
-2165,-4395
-7900,3904
-5051,2547
-8423,2591
-667,-4853
7969,-1687
-2387,3210
-678,-8117
4840,-758
-58,8812
-986,5570
-1466,8690
4832,809
3160,-7507
-3834,1140
6748,4561
3605,-3317
-5975,-6477
-3869,-4127
-4863,-7349
4468,-2010
3867,7169
-3753,-1384
7596,-2941
2093,4430
-8470,2432
-5622,626
-8750,1046
588,4864
8094,913
-2176,-3357
-2471,7761
4200,2522
4527,-7561
2867,-4877
5678,-6739
3189,3719
-5786,5733
269,-3991
4965,6457
-3659,3258
-4724,-7440
-2187,-5217
-3473,-8099
-4500,1936
1408,8023
2606,-3035
-8143,-180
-1234,4741
8531,2210
5488,1374
8068,3545
